Comunidades autónomas;Tipología penal;periodo;Total
MADRID (COMUNIDAD DE);5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2012;2.748
MADRID (COMUNIDAD DE);5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2011;2.782
MADRID (COMUNIDAD DE);5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2010;2.568
MADRID (COMUNIDAD DE);5.2.2.-Robos con fuerza en viviendas;2023;1.105
MADRID (COMUNIDAD DE);5.2.2.-Robos con fuerza en viviendas;2022;1.031
MADRID (COMUNIDAD DE);5.2.2.-Robos con fuerza en viviendas;2021;882
MADRID (COMUNIDAD DE);5.2.2.-Robos con fuerza en viviendas;2020;1.028
MADRID (COMUNIDAD DE);5.2.2.-Robos con fuerza en viviendas;2019;1.097
MADRID (COMUNIDAD DE);5.2.2.-Robos con fuerza en viviendas;2018;1.108
MADRID (COMUNIDAD DE);5.2.2.-Robos con fuerza en viviendas;2017;1.113
MADRID (COMUNIDAD DE);5.2.2.-Robos con fuerza en viviendas;2016;1.579
MADRID (COMUNIDAD DE);5.2.2.-Robos con fuerza en viviendas;2015;1.505
MADRID (COMUNIDAD DE);5.2.2.-Robos con fuerza en viviendas;2014;2.185
MADRID (COMUNIDAD DE);5.2.2.-Robos con fuerza en viviendas;2013;2.031
MADRID (COMUNIDAD DE);5.2.2.-Robos con fuerza en viviendas;2012;1.537
MADRID (COMUNIDAD DE);5.2.2.-Robos con fuerza en viviendas;2011;1.449
MADRID (COMUNIDAD DE);5.2.2.-Robos con fuerza en viviendas;2010;1.321
MADRID (COMUNIDAD DE);5.2.3.-Robos con fuerza en establecimientos;2023;1.324
MADRID (COMUNIDAD DE);5.2.3.-Robos con fuerza en establecimientos;2022;1.008
MADRID (COMUNIDAD DE);5.2.3.-Robos con fuerza en establecimientos;2021;949
MADRID (COMUNIDAD DE);5.2.3.-Robos con fuerza en establecimientos;2020;1.007
MADRID (COMUNIDAD DE);5.2.3.-Robos con fuerza en establecimientos;2019;967
MADRID (COMUNIDAD DE);5.2.3.-Robos con fuerza en establecimientos;2018;791
MADRID (COMUNIDAD DE);5.2.3.-Robos con fuerza en establecimientos;2017;917
MADRID (COMUNIDAD DE);5.2.3.-Robos con fuerza en establecimientos;2016;1.109
MADRID (COMUNIDAD DE);5.2.3.-Robos con fuerza en establecimientos;2015;869
MADRID (COMUNIDAD DE);5.2.3.-Robos con fuerza en establecimientos;2014;1.243
MADRID (COMUNIDAD DE);5.2.3.-Robos con fuerza en establecimientos;2013;1.307
MADRID (COMUNIDAD DE);5.2.3.-Robos con fuerza en establecimientos;2012;1.351
MADRID (COMUNIDAD DE);5.2.3.-Robos con fuerza en establecimientos;2011;1.505
MADRID (COMUNIDAD DE);5.2.3.-Robos con fuerza en establecimientos;2010;1.321
MADRID (COMUNIDAD DE);5.3.1.-Robos con violencia en vía pública;2023;2.526
MADRID (COMUNIDAD DE);5.3.1.-Robos con violencia en vía pública;2022;2.253
MADRID (COMUNIDAD DE);5.3.1.-Robos con violencia en vía pública;2021;2.122
MADRID (COMUNIDAD DE);5.3.1.-Robos con violencia en vía pública;2020;1.948
MADRID (COMUNIDAD DE);5.3.1.-Robos con violencia en vía pública;2019;2.071
MADRID (COMUNIDAD DE);5.3.1.-Robos con violencia en vía pública;2018;1.571
MADRID (COMUNIDAD DE);5.3.1.-Robos con violencia en vía pública;2017;1.648
MADRID (COMUNIDAD DE);5.3.1.-Robos con violencia en vía pública;2016;1.721
MADRID (COMUNIDAD DE);5.3.1.-Robos con violencia en vía pública;2015;1.478
MADRID (COMUNIDAD DE);5.3.1.-Robos con violencia en vía pública;2014;1.806
MADRID (COMUNIDAD DE);5.3.1.-Robos con violencia en vía pública;2013;2.229
MADRID (COMUNIDAD DE);5.3.1.-Robos con violencia en vía pública;2012;2.484
MADRID (COMUNIDAD DE);5.3.1.-Robos con violencia en vía pública;2011;2.153
MADRID (COMUNIDAD DE);5.3.1.-Robos con violencia en vía pública;2010;2.393
MADRID (COMUNIDAD DE);5.3.2.-Robos con violencia en viviendas;2023;214
MADRID (COMUNIDAD DE);5.3.2.-Robos con violencia en viviendas;2022;179
MADRID (COMUNIDAD DE);5.3.2.-Robos con violencia en viviendas;2021;204
MADRID (COMUNIDAD DE);5.3.2.-Robos con violencia en viviendas;2020;200
MADRID (COMUNIDAD DE);5.3.2.-Robos con violencia en viviendas;2019;184
MADRID (COMUNIDAD DE);5.3.2.-Robos con violencia en viviendas;2018;194
MADRID (COMUNIDAD DE);5.3.2.-Robos con violencia en viviendas;2017;230
MADRID (COMUNIDAD DE);5.3.2.-Robos con violencia en viviendas;2016;223
MADRID (COMUNIDAD DE);5.3.2.-Robos con violencia en viviendas;2015;277
MADRID (COMUNIDAD DE);5.3.2.-Robos con violencia en viviendas;2014;339
MADRID (COMUNIDAD DE);5.3.2.-Robos con violencia en viviendas;2013;406
MADRID (COMUNIDAD DE);5.3.2.-Robos con violencia en viviendas;2012;334
MADRID (COMUNIDAD DE);5.3.2.-Robos con violencia en viviendas;2011;311
MADRID (COMUNIDAD DE);5.3.2.-Robos con violencia en viviendas;2010;275
MADRID (COMUNIDAD DE);5.3.3.-Robos con violencia en establecimientos;2023;1.020
MADRID (COMUNIDAD DE);5.3.3.-Robos con violencia en establecimientos;2022;980
MADRID (COMUNIDAD DE);5.3.3.-Robos con violencia en establecimientos;2021;737
MADRID (COMUNIDAD DE);5.3.3.-Robos con violencia en establecimientos;2020;756
MADRID (COMUNIDAD DE);5.3.3.-Robos con violencia en establecimientos;2019;702
MADRID (COMUNIDAD DE);5.3.3.-Robos con violencia en establecimientos;2018;730
MADRID (COMUNIDAD DE);5.3.3.-Robos con violencia en establecimientos;2017;711
MADRID (COMUNIDAD DE);5.3.3.-Robos con violencia en establecimientos;2016;614
MADRID (COMUNIDAD DE);5.3.3.-Robos con violencia en establecimientos;2015;552
MADRID (COMUNIDAD DE);5.3.3.-Robos con violencia en establecimientos;2014;655
MADRID (COMUNIDAD DE);5.3.3.-Robos con violencia en establecimientos;2013;678
MADRID (COMUNIDAD DE);5.3.3.-Robos con violencia en establecimientos;2012;653
MADRID (COMUNIDAD DE);5.3.3.-Robos con violencia en establecimientos;2011;622
MADRID (COMUNIDAD DE);5.3.3.-Robos con violencia en establecimientos;2010;782
MURCIA (REGIÓN DE);1.1.1.-Homicidios dolosos/asesinatos consumados;2023;15
MURCIA (REGIÓN DE);1.1.1.-Homicidios dolosos/asesinatos consumados;2022;8
MURCIA (REGIÓN DE);1.1.1.-Homicidios dolosos/asesinatos consumados;2021;11
MURCIA (REGIÓN DE);1.1.1.-Homicidios dolosos/asesinatos consumados;2020;11
MURCIA (REGIÓN DE);1.1.1.-Homicidios dolosos/asesinatos consumados;2019;13
MURCIA (REGIÓN DE);1.1.1.-Homicidios dolosos/asesinatos consumados;2018;10
MURCIA (REGIÓN DE);1.1.1.-Homicidios dolosos/asesinatos consumados;2017;13
MURCIA (REGIÓN DE);1.1.1.-Homicidios dolosos/asesinatos consumados;2016;12
MURCIA (REGIÓN DE);1.1.1.-Homicidios dolosos/asesinatos consumados;2015;11
MURCIA (REGIÓN DE);1.1.1.-Homicidios dolosos/asesinatos consumados;2014;7
MURCIA (REGIÓN DE);1.1.1.-Homicidios dolosos/asesinatos consumados;2013;5
MURCIA (REGIÓN DE);1.1.1.-Homicidios dolosos/asesinatos consumados;2012;8
MURCIA (REGIÓN DE);1.1.1.-Homicidios dolosos/asesinatos consumados;2011;7
MURCIA (REGIÓN DE);1.1.1.-Homicidios dolosos/asesinatos consumados;2010;14
MURCIA (REGIÓN DE);1.2.-Lesiones;2023;3.517
MURCIA (REGIÓN DE);1.2.-Lesiones;2022;3.310
MURCIA (REGIÓN DE);1.2.-Lesiones;2021;2.813
MURCIA (REGIÓN DE);1.2.-Lesiones;2020;2.480
MURCIA (REGIÓN DE);1.2.-Lesiones;2019;2.847
MURCIA (REGIÓN DE);1.2.-Lesiones;2018;2.762
MURCIA (REGIÓN DE);1.2.-Lesiones;2017;2.735
MURCIA (REGIÓN DE);1.2.-Lesiones;2016;2.602
MURCIA (REGIÓN DE);1.2.-Lesiones;2015;2.668
MURCIA (REGIÓN DE);1.2.-Lesiones;2014;2.752
MURCIA (REGIÓN DE);1.2.-Lesiones;2013;2.775
MURCIA (REGIÓN DE);1.2.-Lesiones;2012;3.045
MURCIA (REGIÓN DE);1.2.-Lesiones;2011;3.119
MURCIA (REGIÓN DE);1.2.-Lesiones;2010;3.321
MURCIA (REGIÓN DE);3.1.-Agresión sexual;2023;417
MURCIA (REGIÓN DE);3.1.-Agresión sexual;2022;358
MURCIA (REGIÓN DE);3.1.-Agresión sexual;2021;359
MURCIA (REGIÓN DE);3.1.-Agresión sexual;2020;263
MURCIA (REGIÓN DE);3.1.-Agresión sexual;2019;293
MURCIA (REGIÓN DE);3.1.-Agresión sexual;2018;270
MURCIA (REGIÓN DE);3.1.-Agresión sexual;2017;189
MURCIA (REGIÓN DE);3.1.-Agresión sexual;2016;178
MURCIA (REGIÓN DE);3.1.-Agresión sexual;2015;169
MURCIA (REGIÓN DE);3.1.-Agresión sexual;2014;163
MURCIA (REGIÓN DE);3.1.-Agresión sexual;2013;124
MURCIA (REGIÓN DE);3.1.-Agresión sexual;2012;130
MURCIA (REGIÓN DE);3.1.-Agresión sexual;2011;153
MURCIA (REGIÓN DE);3.1.-Agresión sexual;2010;122
MURCIA (REGIÓN DE);3.2.-Agresión sexual con penetración;2023;107
MURCIA (REGIÓN DE);3.2.-Agresión sexual con penetración;2022;83
MURCIA (REGIÓN DE);3.2.-Agresión sexual con penetración;2021;100
MURCIA (REGIÓN DE);3.2.-Agresión sexual con penetración;2020;89
MURCIA (REGIÓN DE);3.2.-Agresión sexual con penetración;2019;68
MURCIA (REGIÓN DE);3.2.-Agresión sexual con penetración;2018;62
MURCIA (REGIÓN DE);3.2.-Agresión sexual con penetración;2017;48
MURCIA (REGIÓN DE);3.2.-Agresión sexual con penetración;2016;41
MURCIA (REGIÓN DE);3.2.-Agresión sexual con penetración;2015;44
MURCIA (REGIÓN DE);3.2.-Agresión sexual con penetración;2014;57
MURCIA (REGIÓN DE);3.2.-Agresión sexual con penetración;2013;50
MURCIA (REGIÓN DE);3.2.-Agresión sexual con penetración;2012;57
MURCIA (REGIÓN DE);3.2.-Agresión sexual con penetración;2011;48
MURCIA (REGIÓN DE);3.2.-Agresión sexual con penetración;2010;62
MURCIA (REGIÓN DE);5.1.-Hurtos;2023;3.603
MURCIA (REGIÓN DE);5.1.-Hurtos;2022;3.052
MURCIA (REGIÓN DE);5.1.-Hurtos;2021;2.431
MURCIA (REGIÓN DE);5.1.-Hurtos;2020;2.018
MURCIA (REGIÓN DE);5.1.-Hurtos;2019;2.841
MURCIA (REGIÓN DE);5.1.-Hurtos;2018;2.878
MURCIA (REGIÓN DE);5.1.-Hurtos;2017;3.075
MURCIA (REGIÓN DE);5.1.-Hurtos;2016;3.122
MURCIA (REGIÓN DE);5.1.-Hurtos;2015;3.507
MURCIA (REGIÓN DE);5.1.-Hurtos;2014;3.551
MURCIA (REGIÓN DE);5.1.-Hurtos;2013;3.699
MURCIA (REGIÓN DE);5.1.-Hurtos;2012;3.352
MURCIA (REGIÓN DE);5.1.-Hurtos;2011;2.999
MURCIA (REGIÓN DE);5.1.-Hurtos;2010;3.003
MURCIA (REGIÓN DE);5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2023;506
MURCIA (REGIÓN DE);5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2022;403
MURCIA (REGIÓN DE);5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2021;439
MURCIA (REGIÓN DE);5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2020;318
MURCIA (REGIÓN DE);5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2019;332
MURCIA (REGIÓN DE);5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2018;355
MURCIA (REGIÓN DE);5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2017;631
MURCIA (REGIÓN DE);5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2016;595
MURCIA (REGIÓN DE);5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2015;550
MURCIA (REGIÓN DE);5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2014;534
MURCIA (REGIÓN DE);5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2013;667
MURCIA (REGIÓN DE);5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2012;568
MURCIA (REGIÓN DE);5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2011;612
MURCIA (REGIÓN DE);5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2010;383
MURCIA (REGIÓN DE);5.2.2.-Robos con fuerza en viviendas;2023;590
MURCIA (REGIÓN DE);5.2.2.-Robos con fuerza en viviendas;2022;676
MURCIA (REGIÓN DE);5.2.2.-Robos con fuerza en viviendas;2021;564
MURCIA (REGIÓN DE);5.2.2.-Robos con fuerza en viviendas;2020;577
MURCIA (REGIÓN DE);5.2.2.-Robos con fuerza en viviendas;2019;655
MURCIA (REGIÓN DE);5.2.2.-Robos con fuerza en viviendas;2018;1.121
MURCIA (REGIÓN DE);5.2.2.-Robos con fuerza en viviendas;2017;933
MURCIA (REGIÓN DE);5.2.2.-Robos con fuerza en viviendas;2016;759
MURCIA (REGIÓN DE);5.2.2.-Robos con fuerza en viviendas;2015;862
MURCIA (REGIÓN DE);5.2.2.-Robos con fuerza en viviendas;2014;958
MURCIA (REGIÓN DE);5.2.2.-Robos con fuerza en viviendas;2013;1.045
MURCIA (REGIÓN DE);5.2.2.-Robos con fuerza en viviendas;2012;685
MURCIA (REGIÓN DE);5.2.2.-Robos con fuerza en viviendas;2011;509
MURCIA (REGIÓN DE);5.2.2.-Robos con fuerza en viviendas;2010;656
MURCIA (REGIÓN DE);5.2.3.-Robos con fuerza en establecimientos;2023;429
MURCIA (REGIÓN DE);5.2.3.-Robos con fuerza en establecimientos;2022;366
MURCIA (REGIÓN DE);5.2.3.-Robos con fuerza en establecimientos;2021;284
MURCIA (REGIÓN DE);5.2.3.-Robos con fuerza en establecimientos;2020;230
MURCIA (REGIÓN DE);5.2.3.-Robos con fuerza en establecimientos;2019;262
MURCIA (REGIÓN DE);5.2.3.-Robos con fuerza en establecimientos;2018;229
MURCIA (REGIÓN DE);5.2.3.-Robos con fuerza en establecimientos;2017;343
MURCIA (REGIÓN DE);5.2.3.-Robos con fuerza en establecimientos;2016;327
MURCIA (REGIÓN DE);5.2.3.-Robos con fuerza en establecimientos;2015;333
MURCIA (REGIÓN DE);5.2.3.-Robos con fuerza en establecimientos;2014;270
MURCIA (REGIÓN DE);5.2.3.-Robos con fuerza en establecimientos;2013;370
MURCIA (REGIÓN DE);5.2.3.-Robos con fuerza en establecimientos;2012;308
MURCIA (REGIÓN DE);5.2.3.-Robos con fuerza en establecimientos;2011;306
MURCIA (REGIÓN DE);5.2.3.-Robos con fuerza en establecimientos;2010;297
MURCIA (REGIÓN DE);5.3.1.-Robos con violencia en vía pública;2023;487
MURCIA (REGIÓN DE);5.3.1.-Robos con violencia en vía pública;2022;431
MURCIA (REGIÓN DE);5.3.1.-Robos con violencia en vía pública;2021;317
MURCIA (REGIÓN DE);5.3.1.-Robos con violencia en vía pública;2020;275
MURCIA (REGIÓN DE);5.3.1.-Robos con violencia en vía pública;2019;287
MURCIA (REGIÓN DE);5.3.1.-Robos con violencia en vía pública;2018;310
MURCIA (REGIÓN DE);5.3.1.-Robos con violencia en vía pública;2017;303
MURCIA (REGIÓN DE);5.3.1.-Robos con violencia en vía pública;2016;317
MURCIA (REGIÓN DE);5.3.1.-Robos con violencia en vía pública;2015;288
MURCIA (REGIÓN DE);5.3.1.-Robos con violencia en vía pública;2014;358
MURCIA (REGIÓN DE);5.3.1.-Robos con violencia en vía pública;2013;380
MURCIA (REGIÓN DE);5.3.1.-Robos con violencia en vía pública;2012;346
MURCIA (REGIÓN DE);5.3.1.-Robos con violencia en vía pública;2011;322
MURCIA (REGIÓN DE);5.3.1.-Robos con violencia en vía pública;2010;375
MURCIA (REGIÓN DE);5.3.2.-Robos con violencia en viviendas;2023;65
MURCIA (REGIÓN DE);5.3.2.-Robos con violencia en viviendas;2022;78
MURCIA (REGIÓN DE);5.3.2.-Robos con violencia en viviendas;2021;51
MURCIA (REGIÓN DE);5.3.2.-Robos con violencia en viviendas;2020;60
MURCIA (REGIÓN DE);5.3.2.-Robos con violencia en viviendas;2019;71
MURCIA (REGIÓN DE);5.3.2.-Robos con violencia en viviendas;2018;46
MURCIA (REGIÓN DE);5.3.2.-Robos con violencia en viviendas;2017;45
MURCIA (REGIÓN DE);5.3.2.-Robos con violencia en viviendas;2016;59
MURCIA (REGIÓN DE);5.3.2.-Robos con violencia en viviendas;2015;56
MURCIA (REGIÓN DE);5.3.2.-Robos con violencia en viviendas;2014;72
MURCIA (REGIÓN DE);5.3.2.-Robos con violencia en viviendas;2013;60
MURCIA (REGIÓN DE);5.3.2.-Robos con violencia en viviendas;2012;55
MURCIA (REGIÓN DE);5.3.2.-Robos con violencia en viviendas;2011;52
MURCIA (REGIÓN DE);5.3.2.-Robos con violencia en viviendas;2010;44
MURCIA (REGIÓN DE);5.3.3.-Robos con violencia en establecimientos;2023;245
MURCIA (REGIÓN DE);5.3.3.-Robos con violencia en establecimientos;2022;234
MURCIA (REGIÓN DE);5.3.3.-Robos con violencia en establecimientos;2021;140
MURCIA (REGIÓN DE);5.3.3.-Robos con violencia en establecimientos;2020;112
MURCIA (REGIÓN DE);5.3.3.-Robos con violencia en establecimientos;2019;191
MURCIA (REGIÓN DE);5.3.3.-Robos con violencia en establecimientos;2018;99
MURCIA (REGIÓN DE);5.3.3.-Robos con violencia en establecimientos;2017;128
MURCIA (REGIÓN DE);5.3.3.-Robos con violencia en establecimientos;2016;113
MURCIA (REGIÓN DE);5.3.3.-Robos con violencia en establecimientos;2015;107
MURCIA (REGIÓN DE);5.3.3.-Robos con violencia en establecimientos;2014;94
MURCIA (REGIÓN DE);5.3.3.-Robos con violencia en establecimientos;2013;132
MURCIA (REGIÓN DE);5.3.3.-Robos con violencia en establecimientos;2012;110
MURCIA (REGIÓN DE);5.3.3.-Robos con violencia en establecimientos;2011;135
MURCIA (REGIÓN DE);5.3.3.-Robos con violencia en establecimientos;2010;134
NAVARRA (COMUNIDAD FORAL DE);1.1.1.-Homicidios dolosos/asesinatos consumados;2023;8
NAVARRA (COMUNIDAD FORAL DE);1.1.1.-Homicidios dolosos/asesinatos consumados;2022;3
NAVARRA (COMUNIDAD FORAL DE);1.1.1.-Homicidios dolosos/asesinatos consumados;2021;1
NAVARRA (COMUNIDAD FORAL DE);1.1.1.-Homicidios dolosos/asesinatos consumados;2020;1
NAVARRA (COMUNIDAD FORAL DE);1.1.1.-Homicidios dolosos/asesinatos consumados;2019;6
NAVARRA (COMUNIDAD FORAL DE);1.1.1.-Homicidios dolosos/asesinatos consumados;2018;11
NAVARRA (COMUNIDAD FORAL DE);1.1.1.-Homicidios dolosos/asesinatos consumados;2017;7
NAVARRA (COMUNIDAD FORAL DE);1.1.1.-Homicidios dolosos/asesinatos consumados;2016;1
NAVARRA (COMUNIDAD FORAL DE);1.1.1.-Homicidios dolosos/asesinatos consumados;2015;10
NAVARRA (COMUNIDAD FORAL DE);1.1.1.-Homicidios dolosos/asesinatos consumados;2014;2
NAVARRA (COMUNIDAD FORAL DE);1.1.1.-Homicidios dolosos/asesinatos consumados;2013;3
NAVARRA (COMUNIDAD FORAL DE);1.1.1.-Homicidios dolosos/asesinatos consumados;2012;4
NAVARRA (COMUNIDAD FORAL DE);1.1.1.-Homicidios dolosos/asesinatos consumados;2011;5
NAVARRA (COMUNIDAD FORAL DE);1.1.1.-Homicidios dolosos/asesinatos consumados;2010;3
NAVARRA (COMUNIDAD FORAL DE);1.2.-Lesiones;2023;1.311
NAVARRA (COMUNIDAD FORAL DE);1.2.-Lesiones;2022;1.376
NAVARRA (COMUNIDAD FORAL DE);1.2.-Lesiones;2021;1.101
NAVARRA (COMUNIDAD FORAL DE);1.2.-Lesiones;2020;858
NAVARRA (COMUNIDAD FORAL DE);1.2.-Lesiones;2019;1.211
NAVARRA (COMUNIDAD FORAL DE);1.2.-Lesiones;2018;1.103
NAVARRA (COMUNIDAD FORAL DE);1.2.-Lesiones;2017;1.131
NAVARRA (COMUNIDAD FORAL DE);1.2.-Lesiones;2016;1.303
NAVARRA (COMUNIDAD FORAL DE);1.2.-Lesiones;2015;977
NAVARRA (COMUNIDAD FORAL DE);1.2.-Lesiones;2014;1.077
NAVARRA (COMUNIDAD FORAL DE);1.2.-Lesiones;2013;731
NAVARRA (COMUNIDAD FORAL DE);1.2.-Lesiones;2012;451
NAVARRA (COMUNIDAD FORAL DE);1.2.-Lesiones;2011;499
NAVARRA (COMUNIDAD FORAL DE);1.2.-Lesiones;2010;509
NAVARRA (COMUNIDAD FORAL DE);3.1.-Agresión sexual;2023;213
NAVARRA (COMUNIDAD FORAL DE);3.1.-Agresión sexual;2022;179
NAVARRA (COMUNIDAD FORAL DE);3.1.-Agresión sexual;2021;118
NAVARRA (COMUNIDAD FORAL DE);3.1.-Agresión sexual;2020;103
NAVARRA (COMUNIDAD FORAL DE);3.1.-Agresión sexual;2019;99
NAVARRA (COMUNIDAD FORAL DE);3.1.-Agresión sexual;2018;118
NAVARRA (COMUNIDAD FORAL DE);3.1.-Agresión sexual;2017;87
NAVARRA (COMUNIDAD FORAL DE);3.1.-Agresión sexual;2016;76
NAVARRA (COMUNIDAD FORAL DE);3.1.-Agresión sexual;2015;33
NAVARRA (COMUNIDAD FORAL DE);3.1.-Agresión sexual;2014;56
NAVARRA (COMUNIDAD FORAL DE);3.1.-Agresión sexual;2013;38
NAVARRA (COMUNIDAD FORAL DE);3.1.-Agresión sexual;2012;20
NAVARRA (COMUNIDAD FORAL DE);3.1.-Agresión sexual;2011;32
NAVARRA (COMUNIDAD FORAL DE);3.1.-Agresión sexual;2010;318
NAVARRA (COMUNIDAD FORAL DE);3.2.-Agresión sexual con penetración;2023;77
NAVARRA (COMUNIDAD FORAL DE);3.2.-Agresión sexual con penetración;2022;71
NAVARRA (COMUNIDAD FORAL DE);3.2.-Agresión sexual con penetración;2021;59
NAVARRA (COMUNIDAD FORAL DE);3.2.-Agresión sexual con penetración;2020;31
NAVARRA (COMUNIDAD FORAL DE);3.2.-Agresión sexual con penetración;2019;40
NAVARRA (COMUNIDAD FORAL DE);3.2.-Agresión sexual con penetración;2018;53
NAVARRA (COMUNIDAD FORAL DE);3.2.-Agresión sexual con penetración;2017;56
NAVARRA (COMUNIDAD FORAL DE);3.2.-Agresión sexual con penetración;2016;50
NAVARRA (COMUNIDAD FORAL DE);3.2.-Agresión sexual con penetración;2015;15
NAVARRA (COMUNIDAD FORAL DE);3.2.-Agresión sexual con penetración;2014;9
NAVARRA (COMUNIDAD FORAL DE);3.2.-Agresión sexual con penetración;2013;9
NAVARRA (COMUNIDAD FORAL DE);3.2.-Agresión sexual con penetración;2012;4
NAVARRA (COMUNIDAD FORAL DE);3.2.-Agresión sexual con penetración;2011;10
NAVARRA (COMUNIDAD FORAL DE);3.2.-Agresión sexual con penetración;2010;8
NAVARRA (COMUNIDAD FORAL DE);5.1.-Hurtos;2023;1.522
NAVARRA (COMUNIDAD FORAL DE);5.1.-Hurtos;2022;1.199
NAVARRA (COMUNIDAD FORAL DE);5.1.-Hurtos;2021;942
NAVARRA (COMUNIDAD FORAL DE);5.1.-Hurtos;2020;768
NAVARRA (COMUNIDAD FORAL DE);5.1.-Hurtos;2019;1.047
NAVARRA (COMUNIDAD FORAL DE);5.1.-Hurtos;2018;974
NAVARRA (COMUNIDAD FORAL DE);5.1.-Hurtos;2017;948
NAVARRA (COMUNIDAD FORAL DE);5.1.-Hurtos;2016;1.245
NAVARRA (COMUNIDAD FORAL DE);5.1.-Hurtos;2015;1.138
NAVARRA (COMUNIDAD FORAL DE);5.1.-Hurtos;2014;1.246
NAVARRA (COMUNIDAD FORAL DE);5.1.-Hurtos;2013;1.034
NAVARRA (COMUNIDAD FORAL DE);5.1.-Hurtos;2012;953
NAVARRA (COMUNIDAD FORAL DE);5.1.-Hurtos;2011;761
NAVARRA (COMUNIDAD FORAL DE);5.1.-Hurtos;2010;778
NAVARRA (COMUNIDAD FORAL DE);5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2023;48
NAVARRA (COMUNIDAD FORAL DE);5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2022;51
NAVARRA (COMUNIDAD FORAL DE);5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2021;48
NAVARRA (COMUNIDAD FORAL DE);5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2020;56
NAVARRA (COMUNIDAD FORAL DE);5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2019;67
NAVARRA (COMUNIDAD FORAL DE);5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2018;45
